Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Di;10.02.2009;20:00;Lausanne HC;Hockey Thurgau; 1:2; 1:0|0:1|0:0|0:1;OT;;False;Lausanne Malley;3812
Di;10.02.2009;20:00;EHC Visp;EHC Olten; 4:2; 0:0|2:0|2:2;;;False;Litternahalle Visp;3277
Di;10.02.2009;20:00;HC Ajoie;HC Sierre; 4:1; 0:1|3:0|1:0;;;False;Porrentruy;2723
Di;10.02.2009;20:10;HC La Chaux-de-Fonds;SC Langenthal; 3:0; 0:0|2:0|1:0;;;False;Chaux-de-Fds;2375
Fr;13.02.2009;20:00;Hockey Thurgau;Lausanne HC; 4:3; 0:0|2:1|1:2|1:0;SO;;False;Bodensee Arena Kreuzlingen;1371
Fr;13.02.2009;20:00;SC Langenthal;HC La Chaux-de-Fonds; 1:4; 1:2|0:0|0:2;;;False;Schoren Langenthal;2312
Fr;13.02.2009;20:00;HC Sierre;HC Ajoie; 1:5; 0:2|1:2|0:1;;;False;Graben Sierre;3384
Fr;13.02.2009;20:01;EHC Olten;EHC Visp; 7:2; 0:1|3:1|4:0;;;False;Kleinholz Olten;3095
So;15.02.2009;17:00;Lausanne HC;Hockey Thurgau; 5:1; 3:0|1:1|1:0;;;False;Lausanne Malley;4012
So;15.02.2009;17:00;HC La Chaux-de-Fonds;SC Langenthal; 4:0; 2:0|1:0|1:0;;;False;Chaux-de-Fds;3421
So;15.02.2009;17:30;HC Ajoie;HC Sierre; 4:7; 1:1|0:2|3:4;;;False;Porrentruy;3308
So;15.02.2009;17:45;EHC Visp;EHC Olten; 6:3; 2:1|2:0|2:2;;;False;Litternahalle Visp;3459
Di;17.02.2009;20:00;Hockey Thurgau;Lausanne HC; 3:5; 1:2|0:2|2:1;;;False;Bodensee Arena Kreuzlingen;1261
Di;17.02.2009;20:00;EHC Olten;EHC Visp; 2:3; 0:1|2:1|0:1;;;False;Kleinholz Olten;2850
Di;17.02.2009;20:00;SC Langenthal;HC La Chaux-de-Fonds; 6:3; 4:1|2:1|0:1;;;False;Schoren Langenthal;1762
Di;17.02.2009;20:00;HC Sierre;HC Ajoie; 2:1; 0:1|1:0|0:0|1:0;OT;;False;Graben Sierre;3006
Fr;20.02.2009;20:00;Lausanne HC;Hockey Thurgau; 2:1; 0:1|2:0|0:0;;;False;Lausanne Malley;4134
Fr;20.02.2009;20:00;EHC Visp;EHC Olten; 7:4; 4:1|1:1|2:2;;;False;Litternahalle Visp;3495
Fr;20.02.2009;20:00;HC La Chaux-de-Fonds;SC Langenthal; 6:5; 1:0|4:3|0:2|1:0;SO;;False;Chaux-de-Fds;3141
Fr;20.02.2009;20:00;HC Ajoie;HC Sierre; 5:1; 1:1|0:0|4:0;;;False;Porrentruy;3010
So;22.02.2009;17:05;Hockey Thurgau;Lausanne HC; 3:4; 0:1|1:1|2:2;;;False;Bodensee Arena Kreuzlingen;1392
So;22.02.2009;18:00;HC Sierre;HC Ajoie; 3:4; 1:1|1:2|1:1;;;False;Graben Sierre;3457
